OrderId,Customer,Amount,Currency,TradeDate,IsActive,Region
O00898,Hooli,"1,285.55",CHF,17/03/2026,Y,EU
O00899,Globex,"4,880.37",CHF,24/02/2026,Y,US
O00900,INITECH,"4,181.84",USD,11/09/2026,N,EU
O00901,ACME,"2,218.70",EUR,27/02/2026,N,US
O00902,Globex,"1,606.47",EUR,27/04/2026,N,EU
O00903,UMBRELLA,"3,835.25",EUR,17/04/2026,Y,US
O00904,Umbrella,"1,789.09",USD,19/05/2026,Y,EU
O00905,GLOBEX,"2,233.24",EUR,28/04/2026,N,US
O00906,ACME,"2,527.76",EUR,25/07/2026,N,US
O00907,HOOLI,"2,436.38",USD,26/08/2026,Y,US
O00908,Umbrella,"2,965.05",GBP,15/09/2026,Y,US
O00909,ACME,"1,765.38",USD,22/02/2026,Y,EU
O00910,INITECH,"3,672.92",USD,22/06/2026,Y,EU
O00911,UMBRELLA,"4,323.06",CHF,10/09/2026,Y,EU
O00912,Umbrella,"1,778.82",CHF,23/07/2026,N,US
O00913,GLOBEX,"2,775.56",CHF,14/01/2026,N,EU
O00914,UMBRELLA,"3,957.17",CHF,20/04/2026,Y,US
O00915,HOOLI,"2,764.01",CHF,19/03/2026,Y,EU
O00916,GLOBEX,"4,488.65",EUR,25/06/2026,N,US
O00917,Umbrella,"1,380.65",CHF,21/01/2026,N,US
O00918,UMBRELLA,590.09,USD,28/07/2026,N,US
O00919,ACME,"1,858.72",USD,21/02/2026,Y,US
O00920,Initech,"4,457.43",USD,15/08/2026,N,EU
O00921,ACME,387.85,EUR,14/01/2026,Y,US
O00922,INITECH,"1,147.66",EUR,18/07/2026,Y,EU
O00923,ACME,"4,736.34",CHF,12/09/2026,Y,US
O00924,Umbrella,"4,189.26",EUR,22/08/2026,N,US
O00925,ACME,"3,152.12",CHF,14/03/2026,N,US
O00926,ACME,429.69,EUR,11/02/2026,Y,EU
O00927,INITECH,"3,544.35",CHF,13/03/2026,N,EU
O00928,Globex,544.49,EUR,16/06/2026,N,EU
O00929,ACME,"4,895.25",USD,22/06/2026,N,US
O00930,INITECH,"2,236.32",USD,15/01/2026,Y,US
O00931,Globex,"4,465.17",USD,24/01/2026,Y,US
O00932,UMBRELLA,"2,741.17",CHF,24/01/2026,N,EU
O00933,ACME,"3,009.04",USD,26/07/2026,Y,US
O00934,ACME,"4,575.03",CHF,14/09/2026,N,US
O00935,GLOBEX,"3,444.90",EUR,26/01/2026,Y,EU
O00936,INITECH,"2,076.38",CHF,28/04/2026,N,EU
O00937,UMBRELLA,"1,672.40",USD,20/03/2026,N,US
O00938,Globex,"1,352.05",EUR,28/01/2026,N,EU
O00939,INITECH,"3,216.02",CHF,20/05/2026,Y,EU
O00940,Hooli,"4,288.12",USD,12/05/2026,N,EU
O00941,ACME,753.93,EUR,19/07/2026,N,US
O00942,ACME,445.46,EUR,22/02/2026,N,US
O00943,ACME,"3,034.67",USD,18/08/2026,Y,EU
O00944,Umbrella,"3,247.23",EUR,25/01/2026,N,US
O00945,GLOBEX,334.54,USD,21/05/2026,Y,EU
O00946,Hooli,"4,715.97",CHF,28/07/2026,N,EU
O00947,Umbrella,"3,218.93",USD,25/07/2026,Y,EU
O00948,ACME,"3,748.07",EUR,11/05/2026,Y,EU
O00949,Initech,"3,187.93",USD,18/04/2026,Y,EU
O00950,Umbrella,"2,394.78",EUR,11/02/2026,Y,US
O00951,Umbrella,"3,007.66",CHF,19/02/2026,N,EU
O00952,HOOLI,934.67,EUR,15/02/2026,N,EU
O00953,INITECH,833.39,EUR,17/08/2026,N,US
O00954,Initech,"4,558.97",EUR,19/03/2026,Y,US
O00955,Umbrella,"2,669.46",USD,13/04/2026,N,US
O00956,UMBRELLA,"4,029.93",CHF,22/01/2026,Y,US
O00957,Umbrella,"2,406.95",CHF,18/04/2026,Y,EU
O00958,Hooli,"3,422.53",CHF,22/06/2026,Y,US
O00959,Globex,"4,495.42",USD,18/08/2026,N,EU
O00960,ACME,"2,774.63",GBP,15/06/2026,N,EU
O00961,ACME,"1,844.71",EUR,25/03/2026,N,EU
O00962,Initech,"1,931.33",CHF,20/03/2026,Y,EU
O00963,Initech,"1,030.82",EUR,24/05/2026,N,US
O00964,HOOLI,"3,892.09",CHF,25/06/2026,Y,EU
O00965,Hooli,"4,791.09",CHF,21/03/2026,Y,EU
O00966,Hooli,963.65,USD,28/04/2026,Y,EU
O00967,Umbrella,59.11,CHF,16/02/2026,Y,EU
O00968,Globex,"3,348.63",CHF,13/05/2026,Y,US
O00969,Hooli,"3,568.84",EUR,11/05/2026,N,US
O00970,ACME,"4,845.63",USD,26/01/2026,N,US
O00971,Initech,"4,513.62",CHF,15/09/2026,Y,EU
O00972,Hooli,"1,021.54",EUR,13/04/2026,Y,US
O00973,ACME,"1,344.59",CHF,20/09/2026,N,EU
O00974,Umbrella,"4,963.35",EUR,23/02/2026,Y,EU
O00975,INITECH,"2,576.87",USD,10/06/2026,Y,EU
O00976,ACME,"4,967.97",CHF,22/09/2026,Y,EU
O00977,INITECH,"3,633.07",CHF,21/03/2026,N,EU
O00978,INITECH,"2,722.18",EUR,14/03/2026,Y,EU
O00979,ACME,"2,946.78",EUR,19/03/2026,Y,EU
O00980,Hooli,"2,487.92",USD,10/09/2026,Y,US
O00981,Globex,"2,119.09",EUR,17/01/2026,N,EU
O00982,Globex,"3,870.26",USD,23/07/2026,N,EU
O00983,Umbrella,"3,827.91",EUR,24/01/2026,Y,EU
O00984,ACME,"3,024.14",EUR,12/04/2026,N,EU
O00985,ACME,"3,872.16",EUR,12/06/2026,N,US
O00986,Initech,380.20,USD,14/04/2026,Y,US
O00987,Initech,"2,165.44",EUR,23/09/2026,Y,EU
O00988,Hooli,236.63,EUR,11/03/2026,N,US
O00989,Hooli,207.73,EUR,26/02/2026,Y,US
O00990,Hooli,"2,031.00",EUR,23/04/2026,N,US
O00991,Umbrella,466.38,USD,17/01/2026,N,US
O00992,ACME,999.94,EUR,19/09/2026,N,EU
O00993,INITECH,"1,244.51",CHF,17/06/2026,Y,US
O00994,Umbrella,"2,088.72",USD,14/02/2026,Y,US
O00995,ACME,293.69,EUR,13/05/2026,N,US
O00996,Hooli,"3,405.43",USD,13/04/2026,N,US
O00997,Hooli,"4,045.78",USD,28/02/2026,N,US
O00998,Globex,715.08,USD,14/07/2026,Y,EU
O00999,Globex,"2,894.93",CHF,12/01/2026,Y,US
O01000,Initech,"1,207.72",EUR,21/05/2026,Y,US
O01001,Initech,"2,039.18",USD,24/03/2026,N,US
O01002,Globex,27.96,EUR,23/09/2026,Y,EU
O01003,Globex,"3,301.64",USD,13/02/2026,N,US
O01004,ACME,"3,360.78",EUR,11/03/2026,N,EU
O01005,ACME,"4,374.52",CHF,27/06/2026,N,EU
O01006,Hooli,"2,670.58",USD,16/09/2026,N,EU
O01007,INITECH,640.60,USD,27/09/2026,Y,EU
O01008,Hooli,"1,394.31",GBP,26/03/2026,Y,US
O01009,Umbrella,"2,152.56",CHF,11/03/2026,N,US
O01010,Initech,603.32,CHF,21/08/2026,N,EU
O01011,Globex,"3,524.81",CHF,22/09/2026,N,US
O01012,Initech,"2,016.12",CHF,18/01/2026,N,US
O01013,INITECH,"3,658.25",EUR,21/08/2026,N,US
O01014,UMBRELLA,"1,803.71",USD,17/04/2026,N,US
O01015,Initech,"3,179.83",CHF,18/01/2026,Y,EU
O01016,INITECH,"1,809.46",GBP,26/07/2026,N,EU
O01017,Globex,"1,706.52",USD,15/02/2026,N,EU
O01018,ACME,"1,852.97",USD,11/08/2026,Y,EU
O01019,Initech,"4,245.71",USD,23/05/2026,Y,US
O01020,INITECH,778.03,CHF,15/03/2026,N,EU
O01021,Initech,312.73,CHF,20/04/2026,Y,EU
O01022,GLOBEX,"4,454.74",USD,16/07/2026,Y,US
O01023,Initech,"2,549.85",EUR,24/05/2026,N,EU
O01024,HOOLI,"4,941.99",EUR,22/07/2026,Y,EU
O01025,Umbrella,"3,912.58",CHF,13/06/2026,N,US
O01026,INITECH,642.43,EUR,16/04/2026,Y,EU
O01027,Hooli,"3,373.11",CHF,19/04/2026,Y,US
O01028,Globex,"3,543.64",EUR,25/04/2026,N,US
O01029,ACME,191.62,USD,12/09/2026,N,EU
O01030,ACME,"1,194.47",USD,23/05/2026,N,US
O01031,ACME,"4,510.82",EUR,22/06/2026,Y,US
O01032,Umbrella,"1,225.43",CHF,22/04/2026,Y,EU
O01033,Hooli,"3,984.03",USD,25/05/2026,N,US
O01034,Umbrella,"4,935.16",EUR,24/07/2026,Y,EU
O01035,Hooli,"3,128.44",CHF,27/08/2026,N,EU
O01036,Globex,"4,000.23",EUR,24/05/2026,Y,EU
O01037,Initech,"2,314.66",EUR,12/01/2026,Y,US
O01038,ACME,927.27,EUR,23/07/2026,N,US
O01039,Initech,"4,596.39",USD,21/09/2026,Y,US
O01040,ACME,"2,557.90",USD,21/02/2026,N,US
O01041,Hooli,"1,055.49",USD,20/06/2026,N,EU
O01042,Initech,"3,809.72",CHF,13/06/2026,N,EU
O01043,Hooli,"3,212.10",EUR,13/06/2026,N,US
O01044,GLOBEX,"2,092.88",USD,22/04/2026,Y,US
O01045,Globex,"4,992.30",EUR,24/09/2026,N,US
O01046,Umbrella,"1,301.18",EUR,15/08/2026,N,EU
O01047,ACME,155.45,EUR,22/06/2026,Y,US
O01048,Umbrella,"2,729.17",EUR,15/09/2026,Y,EU
O01049,Globex,"3,472.28",USD,14/09/2026,Y,US
O01050,Hooli,"4,349.58",USD,27/09/2026,Y,US
O01051,Umbrella,"3,666.24",EUR,18/03/2026,N,US
O01052,Initech,"3,396.35",CHF,24/04/2026,N,US
O01053,Hooli,640.12,USD,24/08/2026,Y,US
O01054,ACME,"3,267.59",EUR,11/02/2026,Y,EU
O01055,Initech,"4,033.95",EUR,26/03/2026,Y,EU
O01056,ACME,"3,096.78",EUR,12/08/2026,N,EU
O01057,Hooli,"1,200.89",EUR,20/04/2026,N,US
O01058,HOOLI,139.91,USD,12/06/2026,Y,US
O01059,ACME,"3,124.51",EUR,15/01/2026,N,US
O01060,INITECH,"1,510.52",CHF,16/02/2026,N,EU
O01061,HOOLI,"3,981.06",USD,10/09/2026,Y,EU
O01062,Initech,"1,146.02",EUR,25/09/2026,Y,US
O01063,Umbrella,"3,499.59",USD,24/07/2026,Y,US
O01064,Globex,"1,413.01",GBP,17/09/2026,Y,EU
O01065,INITECH,"1,986.50",EUR,16/02/2026,N,EU
O01066,Initech,"2,312.87",USD,25/09/2026,Y,EU
O01067,Hooli,"3,770.22",CHF,22/06/2026,Y,US
O01068,Globex,"1,743.70",CHF,15/07/2026,Y,US
O01069,UMBRELLA,"4,593.53",USD,16/09/2026,Y,US
O01070,GLOBEX,"1,777.44",EUR,18/05/2026,N,EU
O01071,ACME,"2,417.17",USD,20/04/2026,N,US
O01072,ACME,"4,362.89",USD,14/05/2026,Y,US
O01073,Globex,"1,467.37",EUR,24/07/2026,N,EU
O01074,Umbrella,953.58,EUR,23/03/2026,Y,EU
O01075,HOOLI,"4,483.05",USD,23/04/2026,N,EU
O01076,Initech,753.07,EUR,15/04/2026,N,US
O01077,Hooli,"2,693.21",USD,25/09/2026,Y,US
O01078,ACME,"4,901.74",EUR,11/08/2026,Y,US
O01079,Hooli,"2,182.37",USD,28/04/2026,Y,US
O01080,INITECH,"1,864.53",USD,15/02/2026,N,US
O01081,Globex,"1,269.82",CHF,11/02/2026,Y,EU
O01082,Globex,"1,249.57",EUR,18/05/2026,Y,EU
O01083,Initech,"2,455.54",USD,19/01/2026,N,US
O01084,GLOBEX,"1,864.02",CHF,13/07/2026,Y,EU
O01085,ACME,581.07,CHF,24/02/2026,N,EU
O01086,ACME,"4,979.03",EUR,11/06/2026,N,EU
O01087,UMBRELLA,"2,064.63",CHF,17/07/2026,N,EU
O01088,Umbrella,371.45,CHF,23/08/2026,N,EU
O01089,Initech,899.04,USD,16/07/2026,Y,EU
O01090,HOOLI,"1,083.02",CHF,27/04/2026,Y,EU
O01091,ACME,"3,428.12",USD,10/01/2026,N,EU
O01092,Umbrella,"3,163.89",EUR,14/08/2026,N,US
O01093,Umbrella,"3,566.38",CHF,14/04/2026,N,EU
O01094,ACME,"3,292.42",EUR,24/07/2026,N,EU
O01095,Hooli,"2,985.83",USD,14/02/2026,Y,EU
O01096,ACME,"1,441.78",USD,27/05/2026,Y,US
O01097,ACME,467.58,CHF,19/02/2026,Y,US
O01098,Initech,"3,526.98",CHF,26/07/2026,N,EU
O01099,ACME,597.78,USD,25/05/2026,N,US
O01100,Umbrella,542.53,EUR,16/07/2026,N,EU
O01101,Umbrella,"3,234.80",USD,26/07/2026,N,US
O01102,ACME,"2,935.60",CHF,18/08/2026,Y,US
O01103,GLOBEX,"2,208.00",CHF,21/05/2026,Y,US
O01104,Hooli,"2,601.06",USD,18/03/2026,Y,US
O01105,ACME,"2,808.65",USD,11/02/2026,N,EU
O01106,Initech,"4,555.48",USD,13/02/2026,Y,EU
O01107,Umbrella,"1,514.69",CHF,22/01/2026,N,EU
O01108,Globex,"3,994.31",EUR,10/01/2026,Y,EU
O01109,Hooli,"1,120.04",EUR,27/02/2026,Y,US
O01110,Hooli,"2,593.12",EUR,23/05/2026,N,US
O01111,Initech,"2,934.01",USD,28/01/2026,Y,US
O01112,Hooli,"4,723.32",USD,11/05/2026,Y,EU
O01113,ACME,"2,145.15",CHF,28/04/2026,N,US
O01114,UMBRELLA,"1,454.12",CHF,10/07/2026,N,EU
O01115,UMBRELLA,"2,932.53",USD,18/09/2026,Y,US
O01116,ACME,"4,007.88",USD,17/06/2026,N,US
O01117,ACME,"1,589.89",CHF,19/05/2026,N,US
O01118,Globex,"2,067.08",CHF,17/05/2026,N,US
O01119,UMBRELLA,"1,293.36",CHF,14/04/2026,Y,EU
O01120,Hooli,85.99,USD,21/03/2026,N,EU
O01121,Hooli,"4,648.47",USD,15/08/2026,Y,EU
O01122,INITECH,"3,310.28",EUR,25/03/2026,N,EU
O01123,ACME,"4,481.08",USD,23/07/2026,Y,EU
O01124,INITECH,"3,336.15",CHF,22/05/2026,N,US
O01125,Hooli,"1,984.64",USD,26/03/2026,N,EU
O01126,HOOLI,"2,333.25",EUR,12/04/2026,Y,EU
O01127,INITECH,"4,397.77",USD,25/08/2026,N,US
O01128,INITECH,"3,010.82",EUR,15/09/2026,Y,EU
O01129,ACME,786.80,CHF,16/09/2026,N,EU
O01130,Initech,"4,325.49",CHF,14/03/2026,Y,EU
O01131,INITECH,"4,851.87",USD,12/05/2026,N,US
O01132,Globex,"1,980.17",EUR,17/07/2026,N,US
O01133,Umbrella,73.06,CHF,10/07/2026,Y,EU
O01134,GLOBEX,"2,021.77",EUR,28/01/2026,Y,US
O01135,Umbrella,"3,551.78",CHF,12/09/2026,Y,EU
O01136,UMBRELLA,"1,440.82",EUR,28/06/2026,Y,US
O01137,ACME,"3,825.42",CHF,28/01/2026,N,US
O01138,HOOLI,740.89,USD,27/03/2026,N,US
O01139,Initech,"1,735.15",EUR,12/04/2026,N,EU
O01140,Hooli,"2,178.89",EUR,28/05/2026,N,EU
O01141,ACME,"4,639.94",USD,13/09/2026,Y,EU
O01142,INITECH,"1,278.43",CHF,18/05/2026,N,EU
O01143,HOOLI,"2,232.77",USD,28/08/2026,N,US
O01144,ACME,"3,446.47",EUR,17/02/2026,Y,EU
O01145,Globex,687.35,USD,16/06/2026,N,US
O01146,UMBRELLA,"2,415.41",EUR,11/03/2026,Y,EU
O01147,Umbrella,389.28,USD,10/01/2026,N,US
O01148,UMBRELLA,"2,525.89",EUR,17/07/2026,Y,EU
O01149,ACME,"2,935.57",EUR,19/06/2026,N,US
O01150,Umbrella,"1,981.45",CHF,10/09/2026,N,EU
O01151,ACME,"3,038.01",USD,17/04/2026,N,US
O01152,ACME,143.89,EUR,25/07/2026,N,EU
O01153,Initech,"4,186.39",CHF,28/07/2026,N,US
O01154,ACME,"4,789.66",CHF,23/05/2026,Y,US
O01155,Umbrella,"2,716.07",USD,25/02/2026,Y,EU
O01156,UMBRELLA,"3,296.39",USD,26/07/2026,Y,EU
O01157,ACME,"3,661.37",USD,11/05/2026,N,US
O01158,Hooli,"1,390.01",EUR,17/08/2026,N,US
O01159,Hooli,"2,347.98",EUR,11/05/2026,N,US
O01160,Initech,"2,719.69",CHF,28/07/2026,Y,US
O01161,Umbrella,"2,305.27",CHF,25/03/2026,N,US
O01162,Hooli,235.19,USD,14/01/2026,N,US
O01163,ACME,"3,828.23",EUR,15/01/2026,N,US
O01164,Globex,"3,666.42",EUR,20/09/2026,Y,US
O01165,ACME,"1,243.54",GBP,21/07/2026,Y,US
O01166,Umbrella,883.13,CHF,21/05/2026,Y,US
O01167,Hooli,"1,360.91",USD,13/01/2026,Y,EU
O01168,ACME,"1,991.96",CHF,20/02/2026,N,EU
O01169,ACME,787.41,EUR,27/05/2026,Y,US
O01170,Hooli,"4,392.10",USD,14/09/2026,N,EU
O01171,ACME,"1,091.67",EUR,17/05/2026,Y,US
O01172,ACME,"4,338.98",USD,15/02/2026,N,US
O01173,Hooli,"4,164.22",USD,15/03/2026,N,US
O01174,Umbrella,"3,424.98",CHF,18/08/2026,N,EU
O01175,HOOLI,"2,718.52",EUR,14/06/2026,Y,EU
O01176,ACME,"3,369.24",EUR,19/04/2026,Y,EU
O01177,INITECH,"1,624.70",CHF,24/05/2026,Y,US
O01178,Umbrella,541.50,USD,15/07/2026,Y,US
O01179,Globex,376.33,EUR,22/02/2026,Y,US
O01180,Globex,"1,241.78",CHF,23/01/2026,N,EU
O01181,ACME,165.09,USD,17/04/2026,N,US
O01182,Initech,"3,923.36",CHF,14/06/2026,N,EU
O01183,ACME,"1,471.78",USD,13/05/2026,Y,EU
O01184,Umbrella,"1,633.49",USD,25/04/2026,N,US
O01185,Umbrella,"3,116.31",EUR,24/02/2026,Y,EU
O01186,HOOLI,"2,225.62",USD,25/05/2026,N,EU
O01187,Umbrella,524.56,CHF,26/03/2026,N,EU
O01188,Globex,"4,953.30",USD,20/07/2026,N,EU
O01189,ACME,"2,787.99",CHF,22/02/2026,Y,EU
O01190,Initech,"2,056.80",EUR,20/05/2026,N,US
O01191,UMBRELLA,"1,445.81",CHF,14/08/2026,Y,EU
O01192,Initech,"3,204.97",EUR,10/07/2026,N,US
O01193,Hooli,"4,099.22",USD,23/04/2026,Y,US
O01194,UMBRELLA,"4,978.00",CHF,12/04/2026,Y,US
O01195,Globex,"1,557.74",EUR,21/07/2026,N,US
O01196,UMBRELLA,"1,834.71",EUR,12/04/2026,N,EU
O01197,Hooli,583.19,CHF,23/08/2026,N,US
O01198,Hooli,"2,096.34",EUR,28/04/2026,N,US
O01199,Initech,"1,257.66",USD,24/08/2026,Y,EU
O01200,Umbrella,"2,819.75",EUR,15/01/2026,Y,US
O01201,Initech,"1,497.15",EUR,17/04/2026,N,US
O01202,Initech,"2,217.49",CHF,27/07/2026,Y,US
O01203,ACME,"3,662.50",EUR,12/04/2026,N,EU
O01204,GLOBEX,"4,596.06",CHF,21/05/2026,Y,EU
O01205,Globex,"2,767.43",CHF,17/07/2026,Y,US
O01206,ACME,403.31,USD,22/01/2026,N,US
O01207,Initech,"2,233.96",EUR,15/05/2026,N,EU
O01208,Globex,803.86,USD,14/06/2026,N,EU
O01209,Hooli,335.07,USD,18/06/2026,Y,US
O01210,ACME,"2,779.45",USD,20/04/2026,Y,EU
O01211,ACME,"2,228.75",USD,19/06/2026,N,US
O01212,Globex,"2,867.82",EUR,16/05/2026,N,US
O01213,Hooli,"3,805.47",CHF,22/06/2026,Y,US
O01214,ACME,"2,880.83",EUR,22/09/2026,N,EU
O01215,Umbrella,"1,049.08",CHF,16/09/2026,N,EU
O01216,ACME,"2,353.11",EUR,25/06/2026,Y,EU
O01217,Initech,"1,467.73",CHF,24/03/2026,Y,EU
O01218,INITECH,"2,680.34",CHF,16/03/2026,N,EU
O01219,UMBRELLA,"1,721.42",EUR,21/05/2026,Y,EU
O01220,Hooli,742.29,USD,13/05/2026,N,EU
O01221,HOOLI,747.12,EUR,18/05/2026,N,EU
O01222,INITECH,"3,215.58",USD,27/05/2026,N,US
O01223,Initech,"3,295.15",CHF,17/01/2026,N,EU
O01224,Globex,"1,611.92",EUR,18/07/2026,N,EU
O01225,ACME,"3,650.44",CHF,19/05/2026,Y,EU
O01226,Hooli,"4,499.44",USD,16/03/2026,N,EU
O01227,ACME,"3,193.30",USD,26/02/2026,Y,EU
O01228,Umbrella,"1,257.89",CHF,25/08/2026,N,EU
O01229,Initech,"2,634.42",CHF,20/01/2026,N,US
O01230,Hooli,"3,958.44",CHF,25/03/2026,N,US
O01231,Initech,"4,561.84",EUR,13/05/2026,Y,US
O01232,Globex,"4,436.57",EUR,26/04/2026,Y,US
O01233,GLOBEX,"2,682.67",USD,25/06/2026,N,EU
O01234,ACME,969.71,CHF,23/04/2026,N,EU
O01235,Globex,235.22,USD,12/01/2026,N,US
O01236,INITECH,597.46,EUR,26/09/2026,Y,US
O01237,ACME,"2,584.41",EUR,14/07/2026,N,EU
O01238,Globex,"2,917.49",USD,12/08/2026,N,US
O01239,Initech,"3,928.48",EUR,10/06/2026,N,EU
O01240,Umbrella,"1,009.44",CHF,13/09/2026,N,EU
O01241,Globex,"3,007.91",EUR,14/06/2026,Y,EU
O01242,Globex,"3,919.97",CHF,21/06/2026,Y,US
O01243,Umbrella,530.27,CHF,19/01/2026,N,EU
O01244,Umbrella,"2,363.17",USD,27/05/2026,Y,EU
O01245,Globex,"2,451.41",EUR,21/04/2026,N,US
O01246,Globex,"4,871.73",EUR,26/02/2026,Y,EU
O01247,Hooli,640.80,CHF,24/08/2026,N,US
O01248,Initech,"4,581.16",USD,26/05/2026,Y,EU
O01249,INITECH,692.05,EUR,17/04/2026,Y,US
O01250,ACME,"4,489.59",CHF,14/05/2026,N,EU
O01251,UMBRELLA,"1,815.68",EUR,23/07/2026,Y,EU
O01252,Hooli,"4,988.74",EUR,28/08/2026,Y,US
O01253,Umbrella,"3,480.07",USD,15/08/2026,Y,US
O01254,Hooli,"2,025.78",EUR,23/09/2026,N,US
O01255,Initech,434.17,EUR,21/08/2026,Y,US
O01256,HOOLI,"2,678.99",EUR,16/09/2026,Y,US
O01257,ACME,470.48,EUR,17/06/2026,Y,US
O01258,ACME,"2,096.61",EUR,25/02/2026,N,EU
O01259,Globex,"3,795.19",USD,14/04/2026,N,EU
O01260,Umbrella,847.13,USD,16/09/2026,N,EU
O01261,ACME,"3,661.65",USD,13/02/2026,N,EU
O01262,Hooli,"3,899.85",CHF,14/09/2026,Y,EU
O01263,Initech,"2,948.03",USD,28/07/2026,Y,US
O01264,Globex,"1,655.07",CHF,12/07/2026,N,EU
O01265,GLOBEX,"2,809.31",USD,22/09/2026,Y,US
O01266,UMBRELLA,"1,313.55",USD,24/02/2026,Y,EU
O01267,INITECH,"3,610.23",USD,24/08/2026,Y,US
O01268,Hooli,608.39,EUR,28/04/2026,Y,EU
O01269,Globex,"4,370.29",CHF,24/05/2026,N,EU
O01270,ACME,"4,546.72",EUR,24/04/2026,N,US
O01271,UMBRELLA,"2,228.89",EUR,15/04/2026,N,US
O01272,ACME,"1,754.11",CHF,14/08/2026,Y,US
O01273,Umbrella,"3,661.82",EUR,28/08/2026,N,US
O01274,Hooli,660.51,GBP,23/01/2026,N,US
O01275,GLOBEX,"2,521.81",GBP,28/02/2026,Y,EU
O01276,Umbrella,"1,719.66",CHF,12/06/2026,N,US
O01277,Hooli,"4,068.75",EUR,20/09/2026,Y,EU
O01278,Initech,"4,361.58",EUR,18/02/2026,N,US
O01279,Hooli,884.20,CHF,11/06/2026,N,US
O01280,ACME,"1,616.97",EUR,19/03/2026,Y,US
O01281,Hooli,"1,344.63",CHF,24/05/2026,Y,EU
O01282,INITECH,"1,317.38",USD,15/04/2026,Y,EU
O01283,Umbrella,667.16,EUR,15/06/2026,N,EU
O01284,Initech,"2,024.93",USD,14/07/2026,N,EU
O01285,ACME,"2,133.20",CHF,15/05/2026,N,EU
O01286,Globex,"1,912.34",USD,14/03/2026,N,US
O01287,Umbrella,"2,569.08",CHF,14/04/2026,Y,US
O01288,Initech,"4,924.04",CHF,10/05/2026,N,US
O01289,Globex,354.03,USD,16/02/2026,Y,EU
O01290,INITECH,"2,754.60",USD,19/04/2026,N,US
O01291,Initech,"3,388.99",CHF,28/01/2026,Y,US
O01292,Hooli,232.12,EUR,26/05/2026,Y,US
O01293,Hooli,"4,328.47",EUR,25/04/2026,N,EU
O01294,Umbrella,239.44,USD,13/05/2026,N,US
O01295,Initech,"3,914.01",CHF,13/05/2026,Y,US
O01296,HOOLI,"3,218.32",CHF,19/06/2026,N,EU
O01297,INITECH,"3,054.32",EUR,12/01/2026,N,EU
O01298,Initech,"2,876.23",CHF,20/07/2026,N,EU
O01299,GLOBEX,"3,130.56",CHF,26/09/2026,N,EU
O01300,Globex,"2,890.87",EUR,15/09/2026,Y,EU
O01301,Globex,"1,845.30",CHF,14/08/2026,N,US
O01302,Hooli,"2,346.92",EUR,12/06/2026,Y,EU
O01303,INITECH,"4,185.04",EUR,15/01/2026,Y,EU
O01304,Initech,"1,478.83",CHF,26/02/2026,Y,EU
O01305,Umbrella,"3,247.49",CHF,20/05/2026,Y,EU
O01306,Globex,"2,250.89",USD,15/07/2026,Y,US
O01307,Initech,"1,931.72",CHF,27/06/2026,Y,EU
O01308,Umbrella,"1,857.57",EUR,20/09/2026,N,EU
O01309,ACME,"3,828.71",CHF,28/09/2026,Y,US
O01310,HOOLI,"1,284.35",EUR,20/03/2026,N,EU
O01311,Umbrella,104.33,EUR,15/02/2026,N,EU
O01312,Initech,"1,593.41",EUR,13/05/2026,N,US
O01313,Initech,"1,723.09",EUR,24/08/2026,Y,EU
O01314,Initech,"1,527.39",CHF,13/09/2026,N,US
O01315,ACME,"1,772.68",CHF,22/09/2026,N,EU
O01316,Hooli,"2,780.84",USD,18/08/2026,Y,EU
O01317,ACME,"4,006.51",USD,16/02/2026,N,US
O01318,ACME,210.81,CHF,27/05/2026,Y,EU
O01319,Umbrella,"4,568.50",CHF,14/02/2026,Y,EU
O01320,ACME,"3,403.10",CHF,10/08/2026,Y,EU
O01321,ACME,"1,134.65",CHF,14/04/2026,N,US
O01322,HOOLI,"4,401.79",EUR,26/03/2026,N,US
O01323,Umbrella,"4,046.35",EUR,20/04/2026,N,EU
O01324,Hooli,"3,660.78",USD,21/01/2026,N,EU
O01325,Globex,"3,426.40",USD,28/03/2026,N,US
O01326,ACME,"3,564.01",CHF,27/08/2026,Y,EU
O01327,ACME,"1,694.87",CHF,21/07/2026,Y,EU
O01328,Umbrella,236.05,EUR,12/08/2026,Y,EU
O01329,HOOLI,"2,007.13",EUR,24/05/2026,Y,US
O01330,Umbrella,"4,545.40",GBP,28/08/2026,N,US
O01331,Hooli,"3,017.75",USD,16/08/2026,N,EU
O01332,ACME,"2,072.67",CHF,14/06/2026,N,EU
O01333,Globex,"4,794.04",EUR,17/04/2026,N,US
O01334,ACME,"2,012.55",USD,10/01/2026,N,US
O01335,Initech,"4,596.81",CHF,19/07/2026,Y,US
O01336,UMBRELLA,"2,277.04",USD,11/07/2026,Y,US
O01337,Umbrella,"4,736.98",USD,26/03/2026,Y,EU
O01338,Umbrella,"4,340.37",EUR,21/05/2026,Y,US
O01339,INITECH,44.58,USD,22/06/2026,Y,US
O01340,Initech,"1,658.01",CHF,19/06/2026,Y,EU
O01341,Globex,"3,955.73",EUR,24/02/2026,N,US
O01342,Globex,"4,683.68",EUR,21/01/2026,Y,EU
O01343,Umbrella,"2,679.01",USD,27/05/2026,Y,EU
O01344,ACME,"4,731.51",USD,21/09/2026,Y,US
O01345,Hooli,"2,783.35",CHF,28/07/2026,N,US
O01346,ACME,"1,738.02",EUR,18/05/2026,Y,US
