order_id,customer,amount,ccy,trade_date,active
O01072,ACME,4362.89,USD,2026-05-14,True
O01073,Globex,1467.37,EUR,2026-07-24,False
O01074,Umbrella,953.58,EUR,2026-03-23,True
O01075,Hooli,4485.37,USD,2026-04-23,False
O01076,Initech,753.07,EUR,2026-04-15,False
O01077,Hooli,2693.21,USD,2026-09-25,True
O01078,ACME,4901.74,EUR,2026-08-11,True
O01079,Hooli,2182.37,USD,2026-04-28,True
O01080,Initech,1864.53,USD,2026-02-15,False
O01081,Globex,1269.82,CHF,2026-02-11,True
O01082,Globex,1249.57,EUR,2026-05-18,True
O01083,Initech,2451.89,USD,2026-01-19,False
O01084,Globex,1864.02,CHF,2026-07-13,True
O01085,ACME,581.07,CHF,2026-02-24,False
O01086,ACME,4979.03,EUR,2026-06-11,False
O01087,Umbrella,2064.63,CHF,2026-07-17,False
O01088,Umbrella,372.71,CHF,2026-08-23,False
O01089,Initech,899.04,USD,2026-07-16,True
O01090,Hooli,1086.38,CHF,2026-04-27,True
O01091,ACME,3428.12,USD,2026-01-10,False
O01092,Umbrella,3163.89,EUR,2026-08-14,False
O01093,Umbrella,3566.38,CHF,2026-04-14,False
O01094,ACME,3292.42,EUR,2026-07-24,False
O01095,Hooli,2990.06,USD,2026-02-14,True
O01096,ACME,1441.78,USD,2026-05-27,True
O01097,ACME,467.58,CHF,2026-02-19,True
O01098,Initech,3526.98,CHF,2026-07-26,False
O01099,ACME,597.78,USD,2026-05-25,False
O01100,Umbrella,542.53,EUR,2026-07-16,False
O01101,Umbrella,3234.8,USD,2026-07-26,False
O01102,ACME,2935.6,CHF,2026-08-18,True
O01103,Globex,2208.0,CHF,2026-05-21,True
O01104,Hooli,2601.06,USD,2026-03-18,True
O01105,ACME,2808.65,USD,2026-02-11,False
O01106,Initech,4555.48,USD,2026-02-13,True
O01107,Umbrella,1514.69,CHF,2026-01-22,False
O01108,Globex,3994.31,EUR,2026-01-10,True
O01109,Hooli,1120.04,EUR,2026-02-27,True
O01110,Hooli,2593.12,EUR,2026-05-23,False
O01111,Initech,2934.01,USD,2026-01-28,True
O01112,Hooli,4723.32,USD,2026-05-11,True
O01113,ACME,2145.15,CHF,2026-04-28,False
O01114,Umbrella,1454.12,CHF,2026-07-10,False
O01115,Umbrella,2932.53,USD,2026-09-18,True
O01116,ACME,4007.88,USD,2026-06-17,False
O01117,ACME,1589.89,CHF,2026-05-19,False
O01118,Globex,2067.08,CHF,2026-05-17,False
O01119,Umbrella,1293.36,CHF,2026-04-14,True
O01120,Hooli,85.99,USD,2026-03-21,False
O01121,Hooli,4648.47,USD,2026-08-15,True
O01122,Initech,3306.7,EUR,2026-03-25,False
O01123,ACME,4481.08,USD,2026-07-23,True
O01124,Initech,3336.15,CHF,2026-05-22,False
O01125,Hooli,1984.64,USD,2026-03-26,False
O01126,Hooli,2333.25,EUR,2026-04-12,True
O01127,Initech,4397.77,USD,2026-08-25,False
O01128,Initech,3010.82,EUR,2026-09-15,True
O01129,ACME,786.8,CHF,2026-09-16,False
O01130,Initech,4325.49,CHF,2026-03-14,True
O01131,Initech,4851.87,USD,2026-05-12,False
O01132,Globex,1980.17,EUR,2026-07-17,False
O01133,Umbrella,73.06,CHF,2026-07-10,True
O01134,Globex,2021.77,EUR,2026-01-28,True
O01135,Umbrella,3551.78,CHF,2026-09-12,True
O01136,Umbrella,1440.82,EUR,2026-06-28,True
O01137,ACME,3825.42,CHF,2026-01-28,False
O01138,Hooli,740.89,USD,2026-03-27,False
O01139,Initech,1735.15,EUR,2026-04-12,False
O01140,Hooli,2174.23,EUR,2026-05-28,False
O01141,ACME,4639.94,USD,2026-09-13,True
O01142,Initech,1278.43,CHF,2026-05-18,False
O01143,Hooli,2232.77,USD,2026-08-28,False
O01144,ACME,3446.47,EUR,2026-02-17,True
O01145,Globex,687.35,USD,2026-06-16,False
O01146,Umbrella,2415.41,EUR,2026-03-11,True
O01147,Umbrella,389.28,USD,2026-01-10,False
O01148,Umbrella,2525.89,EUR,2026-07-17,True
O01149,ACME,2935.57,EUR,2026-06-19,False
O01150,Umbrella,1981.45,CHF,2026-09-10,False
O01151,ACME,3038.01,USD,2026-04-17,False
O01152,ACME,143.89,EUR,2026-07-25,False
O01153,Initech,4186.39,CHF,2026-07-28,False
O01154,ACME,4793.78,CHF,2026-05-23,True
O01155,Umbrella,2716.07,USD,2026-02-25,True
O01156,Umbrella,3296.39,USD,2026-07-26,True
O01157,ACME,3661.37,USD,2026-05-11,False
O01158,Hooli,1390.01,EUR,2026-08-17,False
O01159,Hooli,2347.98,EUR,2026-05-11,False
O01160,Initech,2719.69,CHF,2026-07-28,True
O01161,Umbrella,2305.27,CHF,2026-03-25,False
O01162,Hooli,235.19,USD,2026-01-14,False
O01163,ACME,3828.23,EUR,2026-01-15,False
O01164,Globex,3666.42,EUR,2026-09-20,True
O01165,ACME,1243.54,CHF,2026-07-21,True
O01166,Umbrella,883.13,CHF,2026-05-21,True
O01167,Hooli,1360.91,USD,2026-01-13,True
O01168,ACME,1991.96,CHF,2026-02-20,False
O01169,ACME,787.41,EUR,2026-05-27,True
O01170,Hooli,4392.1,USD,2026-09-14,False
O01171,ACME,1091.67,EUR,2026-05-17,True
O01172,ACME,4338.01,USD,2026-02-15,False
O01173,Hooli,4164.22,USD,2026-03-15,False
O01174,Umbrella,3424.98,CHF,2026-08-18,False
O01175,Hooli,2718.52,EUR,2026-06-14,True
O01176,ACME,3369.24,EUR,2026-04-19,True
O01177,Initech,1621.96,CHF,2026-05-24,True
O01178,Umbrella,541.5,USD,2026-07-15,True
O01179,Globex,376.33,EUR,2026-02-22,True
O01180,Globex,1241.78,CHF,2026-01-23,False
O01181,ACME,165.09,USD,2026-04-17,False
O01182,Initech,3924.08,CHF,2026-06-14,False
O01183,ACME,1471.78,USD,2026-05-13,True
O01184,Umbrella,1633.49,USD,2026-04-25,False
O01185,Umbrella,3116.31,EUR,2026-02-24,True
O01186,Hooli,2225.62,USD,2026-05-25,False
O01187,Umbrella,524.56,CHF,2026-03-26,False
O01188,Globex,4953.3,USD,2026-07-20,False
O01189,ACME,2789.9,CHF,2026-02-22,True
O01190,Initech,2056.8,EUR,2026-05-20,False
O01191,Umbrella,1445.81,CHF,2026-08-14,True
O01192,Initech,3204.97,EUR,2026-07-10,False
O01193,Hooli,4099.22,USD,2026-04-23,True
O01194,Umbrella,4978.0,CHF,2026-04-12,True
O01195,Globex,1557.74,EUR,2026-07-21,False
O01196,Umbrella,1834.2,EUR,2026-04-12,False
O01197,Hooli,583.19,CHF,2026-08-23,False
O01198,Hooli,2096.34,EUR,2026-04-28,False
O01199,Initech,1257.66,USD,2026-08-24,True
O01200,Umbrella,2819.75,EUR,2026-01-15,True
O01201,Initech,1497.15,EUR,2026-04-17,False
O01202,Initech,2213.74,CHF,2026-07-27,True
O01203,ACME,3662.5,EUR,2026-04-12,False
O01204,Globex,4596.06,CHF,2026-05-21,True
O01205,Globex,2771.1,CHF,2026-07-17,True
O01206,ACME,403.31,USD,2026-01-22,False
O01207,Initech,2233.96,EUR,2026-05-15,False
O01208,Globex,805.0,USD,2026-06-14,False
O01209,Hooli,335.07,USD,2026-06-18,True
O01210,ACME,2779.02,USD,2026-04-20,True
O01211,ACME,2228.75,USD,2026-06-19,False
O01212,Globex,2867.82,EUR,2026-05-16,False
O01213,Hooli,3805.47,CHF,2026-06-22,True
O01214,ACME,2880.83,EUR,2026-09-22,False
O01215,Umbrella,1049.08,CHF,2026-09-16,False
O01216,ACME,2353.11,EUR,2026-06-25,True
O01217,Initech,1467.73,CHF,2026-03-24,True
O01218,Initech,2680.34,CHF,2026-03-16,False
O01219,Umbrella,1721.42,EUR,2026-05-21,True
O01220,Hooli,742.29,USD,2026-05-13,False
O01221,Hooli,747.12,EUR,2026-05-18,False
O01222,Initech,3215.58,USD,2026-05-27,False
O01223,Initech,3295.15,CHF,2026-01-17,False
O01224,Globex,1611.92,EUR,2026-07-18,False
O01225,ACME,3650.44,CHF,2026-05-19,True
O01226,Hooli,4499.44,USD,2026-03-16,False
O01227,ACME,3193.3,USD,2026-02-26,True
O01228,Umbrella,1257.89,CHF,2026-08-25,False
O01229,Initech,2634.42,CHF,2026-01-20,False
O01230,Hooli,3958.44,CHF,2026-03-25,False
O01231,Initech,4561.84,EUR,2026-05-13,True
O01232,Globex,4436.57,EUR,2026-04-26,True
O01233,Globex,2682.67,USD,2026-06-25,False
O01234,ACME,969.71,CHF,2026-04-23,False
O01235,Globex,235.22,USD,2026-01-12,False
O01236,Initech,597.46,EUR,2026-09-26,True
O01237,ACME,2589.29,EUR,2026-07-14,False
O01238,Globex,2917.49,USD,2026-08-12,False
O01239,Initech,3928.48,EUR,2026-06-10,False
O01240,Umbrella,1009.44,CHF,2026-09-13,False
O01241,Globex,3007.91,EUR,2026-06-14,True
O01242,Globex,3919.97,CHF,2026-06-21,True
O01243,Umbrella,530.27,CHF,2026-01-19,False
O01244,Umbrella,2363.17,USD,2026-05-27,True
O01245,Globex,2451.41,EUR,2026-04-21,False
O01246,Globex,4871.73,EUR,2026-02-26,True
O01247,Hooli,640.8,CHF,2026-08-24,False
O01248,Initech,4581.16,USD,2026-05-26,True
O01249,Initech,692.05,EUR,2026-04-17,True
O01250,ACME,4489.59,CHF,2026-05-14,False
O01251,Umbrella,1815.68,EUR,2026-07-23,True
O01252,Hooli,4988.74,EUR,2026-08-28,True
O01253,Umbrella,3480.07,USD,2026-08-15,True
O01254,Hooli,2025.78,EUR,2026-09-23,False
O01255,Initech,434.17,EUR,2026-08-21,True
O01256,Hooli,2678.99,EUR,2026-09-16,True
O01257,ACME,470.48,EUR,2026-06-17,True
O01258,ACME,2096.61,EUR,2026-02-25,False
O01259,Globex,3795.19,USD,2026-04-14,False
O01260,Umbrella,847.13,USD,2026-09-16,False
O01261,ACME,3661.65,USD,2026-02-13,False
O01262,Hooli,3899.85,CHF,2026-09-14,True
O01263,Initech,2948.03,USD,2026-07-28,True
O01264,Globex,1655.07,CHF,2026-07-12,False
O01265,Globex,2809.31,USD,2026-09-22,True
O01266,Umbrella,1313.55,USD,2026-02-24,True
O01267,Initech,3610.23,USD,2026-08-24,True
O01268,Hooli,608.39,EUR,2026-04-28,True
O01269,Globex,4370.29,CHF,2026-05-24,False
O01270,ACME,4543.67,EUR,2026-04-24,False
O01271,Umbrella,2227.21,EUR,2026-04-15,False
O01272,ACME,1754.11,CHF,2026-08-14,True
O01273,Umbrella,3661.82,EUR,2026-08-28,False
O01274,Hooli,660.51,CHF,2026-01-23,False
O01275,Globex,2521.81,CHF,2026-02-28,True
O01276,Umbrella,1719.66,CHF,2026-06-12,False
O01277,Hooli,4068.75,EUR,2026-09-20,True
O01278,Initech,4361.58,EUR,2026-02-18,False
O01279,Hooli,884.2,CHF,2026-06-11,False
O01280,ACME,1616.97,EUR,2026-03-19,True
O01281,Hooli,1344.63,CHF,2026-05-24,True
O01282,Initech,1317.38,USD,2026-04-15,True
O01283,Umbrella,667.16,EUR,2026-06-15,False
O01284,Initech,2024.93,USD,2026-07-14,False
O01285,ACME,2133.2,CHF,2026-05-15,False
O01286,Globex,1912.81,USD,2026-03-14,False
O01287,Umbrella,2569.08,CHF,2026-04-14,True
O01288,Initech,4924.04,CHF,2026-05-10,False
O01289,Globex,354.03,USD,2026-02-16,True
O01290,Initech,2754.6,USD,2026-04-19,False
O01291,Initech,3388.99,CHF,2026-01-28,True
O01292,Hooli,232.12,EUR,2026-05-26,True
O01293,Hooli,4328.47,EUR,2026-04-25,False
O01294,Umbrella,239.44,USD,2026-05-13,False
O01295,Initech,3914.01,CHF,2026-05-13,True
O01296,Hooli,3218.32,CHF,2026-06-19,False
O01297,Initech,3054.32,EUR,2026-01-12,False
O01298,Initech,2876.23,CHF,2026-07-20,False
O01299,Globex,3130.56,CHF,2026-09-26,False
O01300,Globex,2890.87,EUR,2026-09-15,True
O01301,Globex,1845.3,CHF,2026-08-14,False
O01302,Hooli,2346.92,EUR,2026-06-12,True
O01303,Initech,4185.04,EUR,2026-01-15,True
O01304,Initech,1478.83,CHF,2026-02-26,True
O01305,Umbrella,3247.49,CHF,2026-05-20,True
O01306,Globex,2250.89,USD,2026-07-15,True
O01307,Initech,1931.72,CHF,2026-06-27,True
O01308,Umbrella,1855.43,EUR,2026-09-20,False
O01309,ACME,3828.71,CHF,2026-09-28,True
O01310,Hooli,1284.35,EUR,2026-03-20,False
O01311,Umbrella,104.33,EUR,2026-02-15,False
O01312,Initech,1593.41,EUR,2026-05-13,False
O01313,Initech,1723.09,EUR,2026-08-24,True
O01314,Initech,1527.39,CHF,2026-09-13,False
O01315,ACME,1772.68,CHF,2026-09-22,False
O01316,Hooli,2780.84,USD,2026-08-18,True
O01317,ACME,4006.51,USD,2026-02-16,False
O01318,ACME,210.81,CHF,2026-05-27,True
O01319,Umbrella,4568.5,CHF,2026-02-14,True
O01320,ACME,3403.1,CHF,2026-08-10,True
O01321,ACME,1134.65,CHF,2026-04-14,False
O01322,Hooli,4401.79,EUR,2026-03-26,False
O01323,Umbrella,4046.35,EUR,2026-04-20,False
O01324,Hooli,3661.82,USD,2026-01-21,False
O01325,Globex,3426.4,USD,2026-03-28,False
O01326,ACME,3562.12,CHF,2026-08-27,True
O01327,ACME,1694.87,CHF,2026-07-21,True
O01328,Umbrella,236.05,EUR,2026-08-12,True
O01329,Hooli,2007.13,EUR,2026-05-24,True
O01330,Umbrella,4545.4,CHF,2026-08-28,False
O01331,Hooli,3017.75,USD,2026-08-16,False
O01332,ACME,2072.67,CHF,2026-06-14,False
O01333,Globex,4794.04,EUR,2026-04-17,False
O01334,ACME,2012.55,USD,2026-01-10,False
O01335,Initech,4598.47,CHF,2026-07-19,True
O01336,Umbrella,2277.04,USD,2026-07-11,True
O01337,Umbrella,4736.98,USD,2026-03-26,True
O01338,Umbrella,4340.37,EUR,2026-05-21,True
O01339,Initech,41.22,USD,2026-06-22,True
O01340,Initech,1658.01,CHF,2026-06-19,True
O01341,Globex,3955.73,EUR,2026-02-24,False
O01342,Globex,4683.68,EUR,2026-01-21,True
O01343,Umbrella,2679.01,USD,2026-05-27,True
O01344,ACME,4731.51,USD,2026-09-21,True
O01345,Hooli,2783.35,CHF,2026-07-28,False
O01346,ACME,1738.02,EUR,2026-05-18,True
O01347,Initech,256.21,EUR,2026-04-27,False
O01348,ACME,2975.57,USD,2026-02-27,False
O01349,Initech,499.37,EUR,2026-08-24,True
O01350,Globex,4632.7,CHF,2026-05-26,False
O01351,Umbrella,3352.16,USD,2026-07-27,True
O01352,ACME,4295.93,EUR,2026-09-27,True
O01353,Globex,3992.0,USD,2026-06-15,False
O01354,Umbrella,4234.92,USD,2026-07-16,True
O01355,ACME,4122.94,CHF,2026-03-14,False
O01356,Umbrella,4039.62,CHF,2026-03-10,True
O01357,Hooli,4232.73,USD,2026-01-11,False
O01358,Initech,1193.36,CHF,2026-02-24,True
O01359,ACME,3200.79,EUR,2026-02-17,True
O01360,ACME,2201.58,EUR,2026-06-23,False
O01361,Umbrella,4673.19,USD,2026-08-15,False
O01362,Umbrella,3983.87,EUR,2026-09-13,True
O01363,Umbrella,2809.97,USD,2026-02-12,True
O01364,Initech,4265.84,EUR,2026-07-25,False
O01365,Umbrella,3431.68,CHF,2026-07-25,True
O01366,Umbrella,1446.24,EUR,2026-09-15,False
O01367,Initech,1121.46,CHF,2026-04-17,False
O01368,Umbrella,2522.77,USD,2026-07-27,True
O01369,Globex,1146.63,USD,2026-02-12,False
O01370,ACME,2387.67,CHF,2026-08-24,True
O01371,Umbrella,365.92,EUR,2026-09-23,True
O01372,ACME,4921.26,CHF,2026-03-16,False
O01373,Umbrella,1633.47,EUR,2026-06-16,False
O01374,Globex,3901.38,EUR,2026-04-20,True
O01375,ACME,3333.47,EUR,2026-02-10,False
O01376,Hooli,4179.83,CHF,2026-08-21,True
O01377,Hooli,3503.84,EUR,2026-01-15,False
O01378,Initech,2859.96,CHF,2026-08-10,False
O01379,Initech,4458.16,EUR,2026-02-12,False
O01380,ACME,2626.08,EUR,2026-08-12,True
O01381,Initech,76.73,EUR,2026-09-26,True
O01382,Umbrella,4286.25,EUR,2026-06-10,False
O01383,Hooli,2909.2,CHF,2026-01-12,True
O01384,Globex,1139.06,USD,2026-06-22,True
O01385,Initech,2180.18,EUR,2026-09-25,True
O01386,Initech,2605.43,EUR,2026-06-23,True
O01387,Umbrella,3516.2,EUR,2026-05-11,False
O01388,Umbrella,2870.49,USD,2026-07-12,True
O01389,ACME,537.54,CHF,2026-02-25,True
O01390,ACME,3659.52,CHF,2026-01-16,True
O01391,Globex,4130.93,CHF,2026-09-17,False
O01392,Umbrella,1203.04,USD,2026-03-20,False
O01393,Globex,2248.74,CHF,2026-08-11,False
O01394,Globex,2705.0,USD,2026-05-28,False
O01395,ACME,3671.68,CHF,2026-03-12,True
O01396,Globex,3675.31,CHF,2026-03-10,True
O01397,Umbrella,809.97,CHF,2026-05-21,False
O01398,Globex,2423.54,USD,2026-04-20,True
O01399,Umbrella,1323.53,USD,2026-06-14,True
O01400,Hooli,4188.01,CHF,2026-08-10,True
O01401,ACME,4503.88,USD,2026-04-25,True
O01402,ACME,4715.39,USD,2026-09-13,True
O01403,Initech,929.22,CHF,2026-04-22,True
O01404,ACME,986.53,CHF,2026-05-12,True
O01405,Globex,2227.17,EUR,2026-04-28,False
O01406,Initech,4680.92,USD,2026-07-28,True
O01407,Umbrella,1175.99,USD,2026-07-13,False
O01408,Hooli,929.71,EUR,2026-05-14,True
O01409,Hooli,3902.09,CHF,2026-04-25,True
O01410,Globex,1216.52,EUR,2026-07-12,False
O01411,Initech,3474.72,USD,2026-02-17,True
O01412,Hooli,4646.79,EUR,2026-01-13,True
O01413,ACME,3866.22,EUR,2026-07-26,False
O01414,Initech,4732.22,USD,2026-07-27,True
O01415,Hooli,4549.71,CHF,2026-01-19,True
O01416,Globex,830.61,USD,2026-08-17,False
O01417,Umbrella,1113.52,CHF,2026-02-25,False
O01418,Umbrella,3536.31,CHF,2026-05-23,False
O01419,Umbrella,3483.43,EUR,2026-08-25,False
O01420,Hooli,139.17,USD,2026-03-27,False
O01421,Initech,535.11,USD,2026-02-12,True
O01422,Umbrella,2225.44,USD,2026-08-26,False
O01423,Hooli,1698.31,CHF,2026-03-24,True
O01424,Hooli,439.34,USD,2026-05-14,False
O01425,Initech,1610.45,USD,2026-08-10,True
O01426,Globex,4830.85,USD,2026-04-22,False
O01427,Umbrella,662.21,CHF,2026-08-28,True
O01428,Hooli,2977.45,EUR,2026-06-11,True
O01429,Hooli,4999.12,CHF,2026-02-19,False
O01430,Umbrella,3218.48,USD,2026-07-26,False
O01431,Globex,1385.23,EUR,2026-04-25,False
O01432,Globex,2439.82,CHF,2026-02-16,False
O01433,ACME,4952.92,CHF,2026-05-12,True
O01434,ACME,1791.46,EUR,2026-08-12,False
O01435,Initech,1296.46,EUR,2026-08-14,True
O01436,Globex,3494.13,EUR,2026-08-14,True
O01437,Umbrella,1338.07,EUR,2026-02-22,False
O01438,Globex,2549.74,CHF,2026-05-13,False
O01439,Hooli,4264.89,USD,2026-03-17,True
O01440,Hooli,2565.75,CHF,2026-08-14,False
O01441,ACME,713.08,CHF,2026-09-21,False
O01442,Initech,4169.67,EUR,2026-06-24,True
O01443,Globex,1949.09,USD,2026-03-18,True
O01444,Globex,1240.94,EUR,2026-08-15,True
O01445,Initech,2286.95,CHF,2026-07-15,True
O01446,Globex,1404.61,USD,2026-01-25,True
O01447,ACME,3755.19,USD,2026-03-17,True
O01448,Globex,1184.15,USD,2026-02-12,False
O01449,Hooli,1780.45,CHF,2026-01-26,True
O01450,Hooli,2547.64,USD,2026-08-20,True
O01451,Initech,3459.87,EUR,2026-07-13,False
O01452,ACME,1184.46,CHF,2026-09-11,False
O01453,Initech,630.71,USD,2026-04-25,True
O01454,Globex,1087.34,EUR,2026-01-14,True
O01455,ACME,395.7,EUR,2026-05-28,False
O01456,Globex,4334.9,EUR,2026-02-20,True
O01457,Hooli,4907.34,EUR,2026-03-16,False
O01458,Hooli,2590.93,EUR,2026-02-17,True
O01459,ACME,406.73,EUR,2026-05-18,False
O01460,Hooli,2000.71,USD,2026-01-28,True
O01461,ACME,2831.67,EUR,2026-06-23,False
O01462,Hooli,1910.76,CHF,2026-07-15,True
O01463,Hooli,4205.12,CHF,2026-08-10,True
O01464,ACME,4347.18,USD,2026-06-27,False
O01465,Umbrella,4560.8,EUR,2026-05-13,False
O01466,Globex,2555.15,CHF,2026-04-22,False
O01467,Globex,1784.13,USD,2026-03-19,False
O01468,Globex,1553.68,CHF,2026-01-10,False
O01469,Initech,3089.06,USD,2026-05-15,False
O01470,Initech,1155.71,EUR,2026-08-28,True
O01471,ACME,1093.36,USD,2026-01-19,False
O01472,Umbrella,2776.52,USD,2026-08-10,False
O01473,Initech,168.0,EUR,2026-08-22,True
O01474,Initech,1774.88,EUR,2026-02-10,False
O01475,Initech,4636.34,EUR,2026-02-22,True
O01476,Initech,3506.64,CHF,2026-02-26,True
O01477,ACME,1921.16,CHF,2026-01-14,True
O01478,Initech,630.96,EUR,2026-09-15,True
O01479,ACME,1350.59,USD,2026-06-14,True
O01480,Hooli,3525.9,EUR,2026-02-12,False
O01481,ACME,3045.34,USD,2026-03-20,True
O01482,Umbrella,3556.91,CHF,2026-04-14,True
O01483,ACME,3933.12,CHF,2026-09-22,False
O01484,Umbrella,4941.38,USD,2026-03-27,True
O01485,Umbrella,2706.87,USD,2026-05-17,False
O01486,Hooli,1385.07,USD,2026-05-27,True
O01487,Globex,797.67,USD,2026-06-22,True
O01488,Initech,2397.59,EUR,2026-05-19,True
O01489,ACME,483.86,EUR,2026-06-11,False
O01490,Umbrella,4007.22,EUR,2026-09-28,True
O01491,ACME,3480.54,EUR,2026-05-19,True
O01492,Hooli,4091.62,CHF,2026-08-25,True
O01493,Umbrella,4740.14,CHF,2026-01-21,False
O01494,ACME,1290.25,CHF,2026-02-21,True
O01495,Umbrella,4277.2,USD,2026-08-13,True
O01496,Hooli,4921.33,CHF,2026-05-19,True
O01497,Initech,67.19,USD,2026-06-27,True
O01498,Hooli,3431.24,USD,2026-07-27,False
O01499,ACME,274.18,EUR,2026-03-27,True
O01500,Umbrella,3357.19,EUR,2026-01-20,True
O01501,Hooli,4510.5,USD,2026-05-26,True
O01502,ACME,503.35,USD,2026-02-27,True
O01503,Umbrella,3814.53,USD,2026-05-11,True
O01504,ACME,3411.18,CHF,2026-04-22,False
O01505,Initech,3046.43,CHF,2026-06-27,False
O01506,Globex,53.44,CHF,2026-02-25,True
O01507,Globex,4494.13,USD,2026-09-25,True
O01508,Globex,2887.78,EUR,2026-01-20,True
O01509,Globex,3801.24,USD,2026-03-21,True
O01510,Hooli,2340.21,CHF,2026-09-15,False
O01511,ACME,1633.89,CHF,2026-04-19,False
O01512,Hooli,305.08,EUR,2026-08-20,True
O01513,Hooli,4750.48,USD,2026-07-21,True
O01514,Hooli,1061.02,USD,2026-09-24,False
O01515,Hooli,3455.38,EUR,2026-04-14,True
O01516,Umbrella,2166.13,EUR,2026-07-14,True
O01517,Hooli,738.85,USD,2026-09-23,True
O01518,Umbrella,2181.59,USD,2026-06-22,False
O01519,ACME,4765.92,EUR,2026-03-27,False
O01520,Globex,3609.63,EUR,2026-06-21,True
O01521,Initech,4593.6,EUR,2026-06-27,True
O01522,Initech,4479.48,USD,2026-07-20,False
O01523,Globex,2288.3,CHF,2026-06-23,False
O01524,ACME,1486.01,USD,2026-03-21,True
O01525,Hooli,925.18,CHF,2026-06-17,True
O01526,Globex,4173.77,USD,2026-03-28,False
O01527,ACME,4053.58,CHF,2026-08-23,False
O01528,ACME,4245.12,USD,2026-06-13,True
O01529,ACME,2004.06,EUR,2026-06-19,False
O01530,Hooli,4954.15,EUR,2026-04-14,True
O01531,Hooli,1196.54,USD,2026-08-15,False
O01532,ACME,4282.72,EUR,2026-06-19,False
O01533,Hooli,1574.5,EUR,2026-07-28,True
O01534,Hooli,2471.46,EUR,2026-02-18,False
O01535,Hooli,2914.75,USD,2026-05-11,True
O01536,Globex,4169.17,EUR,2026-09-20,True
O01537,ACME,788.5,CHF,2026-04-22,True
O01538,Hooli,1534.37,EUR,2026-04-16,True
O01539,ACME,2559.46,CHF,2026-09-25,False
O01540,ACME,2576.32,USD,2026-07-27,True
O01541,Umbrella,3463.32,CHF,2026-01-22,False
O01542,ACME,1429.15,EUR,2026-07-11,True
O01543,Hooli,175.72,CHF,2026-03-28,True
O01544,Umbrella,118.98,EUR,2026-04-13,False
O01545,Hooli,890.97,USD,2026-08-11,True
O01546,Umbrella,423.27,EUR,2026-07-12,False
O01547,Globex,222.47,USD,2026-03-22,False
O01548,Hooli,422.97,USD,2026-05-24,True
O01549,Umbrella,1851.82,CHF,2026-09-17,False
O01550,Umbrella,4540.35,EUR,2026-03-20,True
O01551,Umbrella,4200.42,CHF,2026-08-22,False
O01552,Umbrella,3276.31,CHF,2026-04-11,True
O01553,Globex,2328.95,EUR,2026-09-14,True
O01554,ACME,4411.82,EUR,2026-02-14,False
O01555,Umbrella,3950.48,EUR,2026-09-21,True
O01556,Hooli,2090.41,EUR,2026-07-15,True
O01557,Umbrella,4643.73,EUR,2026-09-25,False
O01558,Initech,497.3,EUR,2026-09-27,True
O01559,Initech,3748.5,EUR,2026-08-14,False
O01560,Globex,1042.27,CHF,2026-09-17,False
O01561,Umbrella,1517.77,USD,2026-07-10,False
O01562,Umbrella,1125.86,USD,2026-07-25,False
O01563,Umbrella,3858.4,EUR,2026-06-19,False
O01564,Globex,1041.46,EUR,2026-02-16,False
O01565,Globex,4630.21,EUR,2026-09-14,True
O01566,Initech,4589.54,USD,2026-03-19,True
O01567,Umbrella,2797.96,CHF,2026-02-13,True
O01568,Hooli,452.72,CHF,2026-08-19,True
O01569,Hooli,2646.56,USD,2026-03-12,True
O01570,ACME,2653.35,EUR,2026-05-24,True
O01571,Hooli,1395.57,CHF,2026-07-18,False
O01572,ACME,2657.21,CHF,2026-03-15,False
O01573,Globex,65.99,CHF,2026-06-27,True
O01574,Globex,1012.89,EUR,2026-01-15,True
O01575,Initech,45.04,EUR,2026-04-21,False
O01576,ACME,2531.67,EUR,2026-06-24,True
O01577,Umbrella,3902.62,CHF,2026-02-15,False
O01578,ACME,4475.06,CHF,2026-09-15,True
O01579,Globex,1611.65,EUR,2026-04-20,True
O01580,Initech,348.55,USD,2026-06-12,False
O01581,Initech,2543.39,CHF,2026-04-22,False
O01582,Globex,1132.32,EUR,2026-03-27,False
O01583,ACME,1651.51,USD,2026-09-25,True
O01584,Hooli,785.59,CHF,2026-05-25,True
O01585,Globex,1165.69,CHF,2026-06-10,False
O01586,Initech,2774.49,EUR,2026-02-26,False
O01587,Umbrella,3356.86,USD,2026-09-27,False
O01588,ACME,859.1,USD,2026-03-19,False
O01589,ACME,4302.43,EUR,2026-02-18,True
O01590,ACME,4011.28,CHF,2026-04-24,False
O01591,Initech,2870.52,CHF,2026-09-22,False
O01592,Hooli,2544.04,EUR,2026-05-25,True
O01593,Initech,3490.0,CHF,2026-02-26,True
O01594,Hooli,46.58,USD,2026-05-23,True
O01595,Initech,2342.69,EUR,2026-05-18,False
O01596,Globex,173.45,CHF,2026-07-14,False
O01597,Hooli,4658.37,USD,2026-09-24,False
O01598,ACME,560.84,EUR,2026-05-23,True
O01599,ACME,4121.58,EUR,2026-09-16,False
O01600,Hooli,4511.98,CHF,2026-01-12,True
O01601,Initech,1147.29,USD,2026-08-28,True
O01602,Globex,469.83,USD,2026-02-10,True
O01603,ACME,2254.68,EUR,2026-05-14,False
O01604,Initech,3762.62,CHF,2026-01-27,False
O01605,Hooli,4879.77,USD,2026-05-19,False
O01606,Initech,4860.18,CHF,2026-02-15,True
